Warning: truncated output (original token count: 119020)
Total output lines: 472

id,area,title,persona,journey,expected,entry_points,qa_status,bug_ids,fix_status,retest_status,fix_commits,evidence,last_report,overlaps,notes
LP-001,LP,Launch a default dev-cycle Loop from the catalog,Lea,J-01,"The catalog groups read-only/workspace Loops and uses daemon-owned search/kind/category/status/sort filters over counted cursor pages; total/facets, authoritative 30d success, and lean last outcome remain truthful; Load more extends Rows/Cards; no sampled automation-binding badge is shown.",web /loops (loops-catalog); GET /loops,untested,BUG-0018,fixed,pass,,docs/qa/evidence/2026-07-06-loops/screenshots/catalog.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/catalog.png;docs/qa/evidence/2026-07-06-loops/ch001-fixed-http-loops-restored.json;docs/qa/evidence/2026-07-06-loops/ch001-fixed-extension-list-restored.json;docs/qa/evidence/2026-07-06-loops/e2e-web.log,docs/qa/reports/2026-07-06-loops.md,,"story: As a first-time adopter I browse the Loops catalog and launch a default `dev-cycle` Loop. || design: loops-catalog.html (LOOPS-DESIGN-SPEC §4.1) || truthful-ui: Canonical defaults render; last-outcome pill is truthful (no coercion). || e2e: E2E-web-1 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: fixed and retested fresh default catalog startup; catalog screenshot and HTTP extension/loop read paths confirm dev-cycle defaults restored. || ListingRow promotion 2026-07-09: no user-visible change (pixel-parity refactor). || QA impact 2026-07-11: Automation and Loop catalogs now expose server-filtered counted pages, exact totals/facets and cursor continuation across web/CLI/native surfaces; package/enabled filters are public; job statistics now name their recent sample truthfully; Loop bindings paginate in detail and the incomplete catalog badge was removed. Status remains untested for the changed contract. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
GL-001,GL,Start a plain Goal from the session composer,Lea,J-26,A plain `/goal <objective>` returns a direct 202 structured result with one canonical agent judge and one active session-origin Run.,web session composer; HTTP/UDS session prompt; agh session prompt,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-093;TA-098,Goal cycle plan; CH-046; seed: .compozy/tasks/goal/_qa.md GL-001.
GL-002,GL,Keep textual verification inside the judge rubric,Lea,J-26,Textual verify or constraint clauses strengthen the canonical rubric and never execute a shell command.,web session composer; HTTP/UDS session prompt; turn audit,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-093,Goal cycle plan; CH-046; seed: .compozy/tasks/goal/_qa.md GL-002.
GL-003,GL,Reject invalid Goal starts without side effects,Lea,J-26,Bare or oversized objectives and unavailable judge configuration return deterministic errors with no Run queue or session side effect.,web session composer; HTTP/UDS session prompt; loop Run list,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-098,Goal cycle plan; CH-046; seed: .compozy/tasks/goal/_qa.md GL-003.
GL-004,GL,Converge after two rejected turns,Lea,J-26,Two judge rejections expose exact blocking issues and evidence before one approval reaches Complete with four durable turn facts in order.,web Goal chip; Run turn timeline; GET turns; CLI loop turns,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-101,Goal cycle plan; CH-046; seed: .compozy/tasks/goal/_qa.md GL-004.
GL-005,GL,Pause an active Goal at the prompt boundary,Bruno,J-26,Pause settles the current boundary releases the worker and prevents any late continuation while the Run remains truthfully paused.,web Goal controls; HTTP/UDS/CLI pause; Run SSE,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-093;TA-099,Goal cycle plan; CH-047; seed: .compozy/tasks/goal/_qa.md GL-005.
GL-006,GL,Resume a paused Goal exactly once,Bruno,J-26,Resume consumes one plain-resume grant and enqueues one successor segment with the next monotonic turn.,web Goal controls; HTTP/UDS/CLI resume; Run turn audit,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-093,Goal cycle plan; CH-047; seed: .compozy/tasks/goal/_qa.md GL-006.
GL-007,GL,Approve one turn-limit extension,Bruno,J-26,Approval increases the effective turn limit once without resetting turns used and continues the same checkpoint.,web approval control; generic approve; snapshot and turn audit,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-093,Goal cycle plan; CH-047; seed: .compozy/tasks/goal/_qa.md GL-007.
GL-008,GL,Clear without late effects or historical resurrection,Bruno,J-26,Clear during a prompt revokes every late result and clear after terminal hides the newest snapshot while preserving audit and never resurrecting an older Goal.,web clear control; HTTP/UDS/CLI clear; GET snapshot and turns,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-087;TA-093;TA-099,Goal cycle plan; CH-047; seed: .compozy/tasks/goal/_qa.md GL-008.
GL-009,GL,Require expected-Run replacement,Lea,J-26,A new Goal while one is live returns replace-required with the exact current Run and leaves the live Goal unchanged.,web composer; HTTP/UDS/CLI session prompt,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-094;TA-104,Goal cycle plan; CH-046; seed: .compozy/tasks/goal/_qa.md GL-009.
GL-010,GL,Replace one live Goal atomically,Lea,J-26,An exact expected-Run replacement prepares first then swaps atomically so exactly one live session Goal is visible and recoverable.,web replace prefill; HTTP/UDS/CLI replace; GET snapshot,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-094;TA-104,Goal cycle plan; CH-046 and CH-047; seed: .compozy/tasks/goal/_qa.md GL-010.
GL-011,GL,Preserve the current Goal on stale or failed replacement,Lea,J-26,A stale expected Run or candidate preparation failure returns a deterministic reason and preserves the current Goal without partial successor state.,web replace prefill; HTTP/UDS/CLI replace; GET snapshot,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-094;TA-104,Goal cycle plan; CH-046 and CH-047; seed: .compozy/tasks/goal/_qa.md GL-011.
GL-012,GL,Start after terminal blocked without resuming it,Lea,J-26,A blocked Goal is terminal and a new Goal starts directly; no Resume action is offered for the blocked Run.,web Goal chip/composer; HTTP/UDS/CLI Goal commands,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-093;TA-099,Goal cycle plan; CH-046 and CH-047; seed: .compozy/tasks/goal/_qa.md GL-012.
GL-013,GL,Admit draft only while the session is idle,Lea,J-26,An admitted draft streams and prefills an expanded Goal with no residue while both already-busy and idle-at-parse/busy-at-submit races conflict before SSE without preemption.,web composer; streaming HTTP/UDS prompt; session queue read,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-095;TA-104,Goal cycle plan; CH-046; seed: .compozy/tasks/goal/_qa.md GL-013.
GL-014,GL,Render the truthful Goal chip state matrix,Marina,J-27,The chip shows the six Goal statuses effective turn limit and known/unknown/pending context without fabricated values; clearing newest B yields null rather than older A.,web session header; GET session Goal; Loop Run SSE,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-087;TA-099,Goal cycle plan; CH-048 and CH-040; seed: .compozy/tasks/goal/_qa.md GL-014.
GL-015,GL,Keep turn and transcript history in total order,Marina,J-27,Turn pagination and reconnect produce no gaps or duplicates while stop reason nullable verdict and persisted work/continuation/compaction tags survive reload.,web Run timeline and transcript; GET/UDS/CLI turns; Run SSE,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-089;TA-090;TA-101;TA-105,Goal cycle plan; CH-048 and CH-040; seed: .compozy/tasks/goal/_qa.md GL-015.
GL-016,GL,Filter and label session-origin Runs,Marina,J-27,Runs labels and origin/origin-session filters persist in route state and return only the exact workspace-safe catalog or session set.,web /loop-runs; HTTP/UDS/CLI Run list filters,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-091;TA-103,Goal cycle plan; CH-048; seed: .compozy/tasks/goal/_qa.md GL-016.
GL-017,GL,Judge end-turn and max-turn-requests correctly,Bruno,J-28,Both stop reasons finalize and run the judge while max-turn-requests never becomes UsageLimited.,Goal Run timeline; GET/CLI turns; deterministic ACP profile,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-101,Goal cycle plan; CH-041; seed: .compozy/tasks/goal/_qa.md GL-017.
GL-018,GL,Recover max-tokens without replay,Bruno,J-28,Max-tokens consumes one turn and uses correlated compaction or one fenced reseed; a session-origin move requires approval and exposes the active bound session.,Goal chip/timeline; deterministic ACP profile; HTTP/UDS/CLI approve,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-099;TA-101,Goal cycle plan; CH-041; seed: .compozy/tasks/goal/_qa.md GL-018.
GL-019,GL,Never judge refused or cancelled partial output,Bruno,J-28,Refusal and cancellation persist truthful causes run no judge on partial output and take only the specified approval/pause/terminal branch.,Goal timeline; deterministic ACP profile; snapshot/turn routes,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-101,Goal cycle plan; CH-041; seed: .compozy/tasks/goal/_qa.md GL-019.
GL-020,GL,Distinguish reported silent stale and pending context,Bruno,J-28,Reporting and silent agents plus stale/new telemetry render known unknown or pending exactly and zero ratio disables proactive compaction after restart.,Goal chip; config.toml and config APIs; deterministic ACP profiles,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-092;TA-099,Goal cycle plan; CH-041; seed: .compozy/tasks/goal/_qa.md GL-020.
GL-021,GL,Fence nested token and wall budgets,Bruno,J-28,Fresh synchronous usage checks prevent post-crossing effects and exact settle-current/work-and-settle grants authorize only their recorded turn and cause.,Goal controls; Run budget events; deterministic ACP profiles,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-084,Goal cycle plan; CH-042; seed: .compozy/tasks/goal/_qa.md GL-021.
GL-022,GL,Author only the closed Goal editor schema,Bruno,J-27,The editor exposes agent objective supported judges max_turns halt/escalate continuous session and retry.max_attempts and surfaces exact shared-linter errors for invalid shapes.,web Loop editor; POST validate; publish route,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-102;TA-086,Goal cycle plan; CH-048 and CH-040; seed: .compozy/tasks/goal/_qa.md GL-022.
GL-023,GL,Run a Goal and run-agent graph without generation drift,Bruno,J-27,A published Goal plus run-agent composition nests Goal turns under the unchanged Loop generation topology.,web Loop editor and Run detail; GET Run/turns,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-102;TA-101,Goal cycle plan; CH-048; seed: .compozy/tasks/goal/_qa.md GL-023.
GL-024,GL,Continue a started Goal after catalog mutation,Bruno,J-27,A started editor Goal continues and recovers from its pinned executed-definition snapshot after the mutable catalog entry changes or disappears.,web editor/run detail; HTTP/UDS Run reads; daemon restart,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-102,Goal cycle plan; CH-048; seed: .compozy/tasks/goal/_qa.md GL-024.
GL-025,GL,Keep HTTP and UDS Goal results equivalent,Ada,J-29,HTTP and UDS return the same structured outcome reason snapshot status and content type for every Goal command including errors.,HTTP/UDS session prompt and Goal read routes,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-087;TA-098,Goal cycle plan; CH-043; seed: .compozy/tasks/goal/_qa.md GL-025.
GL-026,GL,Keep CLI JSON JSONL and turn cursors equivalent,Ada,J-29,CLI JSON matches the HTTP page JSONL emits one typed turn per line and after-seq/origin filters retain identical meaning while draft streaming remains intact.,agh session prompt; agh loop turns/runs; HTTP/UDS routes,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-090;TA-097,Goal cycle plan; CH-043; seed: .compozy/tasks/goal/_qa.md GL-026.
GL-027,GL,Keep internal slash text literal,Ada,J-29,Automation network extension binder and synthetic prompt sources containing `/goal` remain literal and create no Goal Run.,internal automation/network/extension/binder prompt surfaces; Run list,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-095,Goal cycle plan; CH-043; seed: .compozy/tasks/goal/_qa.md GL-027.
GL-028,GL,Expose truthful native Goal tool lifecycle,Ada,J-29,Goal get/report/turn tools have dynamic availability revalidate exact identity persist one boundary intent and return deterministic terminal/stale/conflict reasons.,agh__goal_get; agh__goal_report; agh__loop_turns,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-096,Goal cycle plan; CH-043; seed: .compozy/tasks/goal/_qa.md GL-028.
GL-029,GL,Recover safely across every prompt effect phase,Ada,J-29,Restart before claim or while queued reattaches known work while a claimed effect without exact proof becomes one ambiguity approval and is never replayed.,runtime E2E fault injection; public Goal snapshot/turn reads,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-093;TA-101,Goal cycle plan; CH-044; seed: .compozy/tasks/goal/_qa.md GL-029.
GL-030,GL,Choose one winner in a same-session start race,Ada,J-29,Concurrent starts create exactly one live session Goal and every loser receives deterministic replace-required without partial state.,concurrent HTTP/UDS/CLI session prompts; GET snapshot,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-093;TA-098,Goal cycle plan; CH-044; seed: .compozy/tasks/goal/_qa.md GL-030.
GL-031,GL,Fence revoke dispatch and completion races,Ada,J-29,Pause Clear Replace and Stop races produce one authoritative control outcome with no stale prompt dispatch write or removed human queue entry.,runtime E2E fault injection; session queue; public Run/turn reads,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-093;TA-095,Goal cycle plan; CH-044; seed: .compozy/tasks/goal/_qa.md GL-031.
GL-032,GL,Keep one active binding epoch through races,Ada,J-29,Concurrent creation adoption and reseed leave one active binding epoch close the prior epoch first and expose any moved session truthfully.,runtime E2E fault injection; Goal snapshot; session status,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-093;TA-099,Goal cycle plan; CH-044; seed: .compozy/tasks/goal/_qa.md GL-032.
GL-033,GL,Operate Goal without color mouse or motion,Sol,J-27,Chip timeline actions affordances and editor feedback are keyboard/screen-reader operable announced and understandable without color or animation.,web session/Run/editor; keyboard; screen reader; reduced motion,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-099;TA-101;TA-102,Goal cycle plan; CH-040; seed: .compozy/tasks/goal/_qa.md GL-033.
GL-034,GL,Isolate all Goal data by workspace,Ada,J-29,A second workspace cannot read or influence origin binding snapshot turn event report control or cached Goal data from the first workspace.,HTTP/UDS/CLI/native Goal surfaces across two workspaces,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-087;TA-090;TA-091,Goal cycle plan; CH-043; seed: .compozy/tasks/goal/_qa.md GL-034.
GL-035,GL,Discover externally changed Goals without polling,Marina,J-27,A page opened at null discovers external start replace clear and moved-binding reseed exactly once over the session stream and survives reconnect cursor replay.,web session thread; transcript SSE; external CLI/UDS/browser commands,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-088;TA-100,Goal cycle plan; CH-048 and CH-040; seed: .compozy/tasks/goal/_qa.md GL-035.
GL-036,GL,Recover durable report intent across restart,Ada,J-29,A report intent survives restart identical retry dedupes conflicting or stale identity fails and matching settlement consumes the intent once.,agh__goal_report; daemon restart; public snapshot/turn reads,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-096,Goal cycle plan; CH-043 and CH-044; seed: .compozy/tasks/goal/_qa.md GL-036.
GL-037,GL,Never replay an ambiguous judge attempt,Ada,J-29,Command agent and extension judge attempts with completed evidence resume while running-without-result becomes ambiguity approval and no evaluator reruns.,runtime E2E fault injection; turn/judge audit via public reads,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-101,Goal cycle plan; CH-044; seed: .compozy/tasks/goal/_qa.md GL-037.
GL-038,GL,Fence a queued prompt after budget crossing,Bruno,J-28,A prepared entry waiting for readiness starts no work after a token or wall crossing and a matching grant authorizes only the recorded turn closure.,runtime E2E budget profile; Goal controls and turn audit,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-084,Goal cycle plan; CH-042; seed: .compozy/tasks/goal/_qa.md GL-038.
GL-039,GL,Reconcile control commit before notifier exactly once,Ada,J-29,A crash after control_pending commit and before notifier publication settles the real control once with no transient success event or duplicate successor.,runtime E2E fault injection; Run SSE and public Run read,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-084;TA-093,Goal cycle plan; CH-044; seed: .compozy/tasks/goal/_qa.md GL-039.
GL-040,GL,Consume one session-origin reseed approval,Ada,J-28,Concurrent approval and restart create one durable reseed grant one successor binding and no repeated confirmation while preserving origin ownership.,Goal approval controls; daemon restart; snapshot/binding audit,blocked-verify,,,,,/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/agh-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,docs/qa/reports/2026-07-11-goal-execution.md,TA-093;TA-099,Goal cycle plan; CH-041 CH-042 and CH-044; seed: .compozy/tasks/goal/_qa.md GL-040.
LP-002,LP,Fill the auto-generated typed input form and run,Lea,J-01,"The run form auto-generates typed inputs (type badges + required *), keeps Run disabled until required inputs are set, and creates a loop_run (201) on Run.",web /loops/:name/run (loop-run-form); POST /loops/:name/runs,untested,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/run-form.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-form.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/e2e-web.log,docs/qa/reports/2026-07-06-loops.md,,"story: As a first-time adopter I supply a Loop's declared inputs and run it. || design: loop-run-form.html (LOOPS-DESIGN-SPEC §4.3) || truthful-ui: No Cost cap (USD) input; the form is generated from the declared-input schema. || e2e: E2E-web-2; Web-unit-3 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
